user_id,first_name,last_name,gender,email,country,signup_date,lead_source,phone,created_date
user_61db95ac-d85e-41d5-bb75-605bb9c0c3fb,Lan,Hồ,Female,lan.ho45755_at_gmail.com,VN,2025-01-01,Organic Search,0574157586,2025-01-01 14:37:00
user_b2ad5a95-b22e-43fd-9e94-e80d754e69ea,Anh,Phan,Male,phan_anh82498@gmail.com,VN,2025-01-01,Organic Search,0613106737,2025-01-01 14:40:00
user_7c4758ef-4c90-43e7-9d94-4e4753b01c4d,Linh,Phạm,Female,linh.pham45013@gmail.com,VN,2025-01-01,Referral,+84 436017941,2025-01-01 15:07:00
user_cc298890-e33e-4c81-8e74-10beb82e126f,Hùng,Đặng,Male,dang_hung60546_at_gmail.com,VN,2025-01-01,Organic Search,+84 961212311,2025-01-01 15:23:00
user_b58be617-95f1-4c18-9d05-b539da175547,Huy,Hồ,Male,huy.ho73755@gmail.com,VN,2025-01-01,Partner,,2025-01-01 15:35:00
user_8a98e8f7-48ce-41d8-8f20-8aa5985309a4,Anh,Đỗ,Male,do_anh11271@gmail.com ,VN,2025-01-01,Referral,0784902415,2025-01-01 15:49:00
user_39f9a777-6955-4500-8753-3fd27357d545,Vy,Lê,female,le_vy90509@gmail.com ,VN,2025-01-01,Referral,,2025-01-01 16:30:00
user_1771f067-f799-4385-bfa8-071d1de27c0d,Linh,Đặng,Female,linh.dang16146@gmail.com,VN,2025-01-01,Content Marketing,+84 696350811,2025-01-01 17:15:00
user_6e5ac563-e323-41cc-922e-0740de9df18d,Nam,Vũ,Male,vu_nam10268@gmail.com,VN,2025-01-01,Paid Search,84391519213,2025-01-01 18:11:00
user_7dbf4010-baf5-4a06-95f9-d5a9ccde65f0,Quân,Đặng,Male, dang_quan62814@gmail.com,VN,2025-01-01,Events,,2025-01-01 18:36:00
user_e2a462f1-dc9b-44d2-a7f9-a5499ad82363,Lan,Phạm,Female,pham_lan50263@gmail.com,VN,2025-01-01,Organic Search,,2025-01-01 18:39:00
user_08830a30-ed66-4d62-855c-f7c4bf94483b,Minh,Phạm,Male,minh_pham52535@gmail.com,VN,2025-01-01,Paid Search,,2025-01-01 19:31:00
user_6aaec133-b1bb-4ff0-b337-7c0e3066622f,Đức,Bùi,Male,duc_bui40742@gmail.com,VN,2025-01-01,Others,+84 457674004,2025-01-01 19:40:00
user_addb24f0-c7c5-4470-b291-b21a0fc65174,Quỳnh,Bùi,Female,bui_quynh90643@gmail.com,VN,2025-01-01,Social Media,84937111882,2025-01-01 20:02:00
user_7b0a7dfa-f370-49f5-bdca-1602c158dbae,Quỳnh,Vũ,null,quynh.vu40496@gmail.com,VN,2025-01-01,Content Marketing,,2025-01-01 21:07:00
user_6c935cf4-b64e-48e1-9484-74703d436d8a,Dung,Trần,Female, dung_tran58510@gmail.com,VN,2025-01-01,Social Media,,2025-01-01 22:18:00
user_8962b781-2ed1-4bb9-b988-5df2d5bb8dab,Linh,Đỗ,Female,linh_do72918@gmail.com,VN,2025-01-01,Email Marketing,+84 955652825,2025-01-01 22:38:00
user_3601d2da-23ca-4f5c-ac53-41b4d90ccdd1,Minh,Đặng,Male, dang.minh61109@gmail.com,VN,2025-01-01,Paid Search,84308499766,2025-01-01 22:41:00
user_b7b1a56b-083b-4be8-b56b-5133a94d2de0,Phong,Lê,Male,phong.le51842@gmail.com,VN,2025-01-02,Social Media,84528273296,2025-01-02 08:15:00
user_b7e34766-8e8d-431e-8a68-523a931cd1f1,Anh,Vũ,Male, vu.anh86111@gmail.com,VN,2025-01-02,Paid Search,,2025-01-02 09:19:00
user_5e265076-4b73-41a5-8ed4-4fc5e442647e,Quỳnh,Lê,Female,le.quynh72320@gmail.com,VN,2025-01-02,Social Media,84455039498,2025-01-02 10:32:00
user_0c526963-9909-4b95-a34f-67be5677f8f6,Vy,Hồ,Female,VY.HO52244@GMAIL.COM,VN,2025-01-02,Paid Search,+84 967939495,2025-01-02 11:05:00
user_de696e96-d30a-4162-a062-3e6e83c16033,Quân,Đặng,Male,dang.quan97697_at_gmail.com,VN,2025-01-02,Organic Search,,2025-01-02 11:16:00
user_95984b59-7695-4429-9cc9-ddd334a67b43,Tuấn,Bùi,Male,TUAN.BUI86414@GMAIL.COM,VN,2025-01-02,Organic Search,84329990081,2025-01-02 12:14:00
user_0ed22149-d084-4224-8e8f-8ba6fefcf5d5,Anh,Hồ,female,ho_anh64983@gmail.com,VN,2025-01-02,Organic Search,,2025-01-02 13:45:00
user_db7e0940-3fbc-4a2f-ab72-e80bc7e0027d,Quỳnh,Đỗ,Female,quynh_do74209_at_gmail.com,VN,2025-01-02,Organic Search,0572243708,2025-01-02 14:04:00
user_d8123128-292f-4f66-86c8-5e11dd58acfe,Minh,Phan,Male,minh_phan29163@gmail.com,VN,2025-01-02,Paid Search,84912029277,2025-01-02 14:26:00
user_92487b17-7d90-46ba-a160-e6b80002805a,Phương,Lê,Female,le.phuong26033@gmail.com,VN,2025-01-02,Referral,84479468532,2025-01-02 14:30:00
user_cd08afd0-34f3-41a3-8083-8f3aa04e9eb9,Tuấn,Bùi,Male,tuan.bui10468@gmail.com,VN,2025-01-02,Organic Search,,2025-01-02 14:58:00
user_a2c9700f-8cee-4293-b88c-2224369e63e0,Phong,Phạm,Male,phong.pham99423@gmail.com,VN,2025-01-02,Referral,84402121323,2025-01-02 15:51:00
user_b11232a4-bd36-4310-ace0-b09b9aebfd3b,Anh,Vũ,Female,vu.anh45172@gmail.com,VN,2025-01-02,Paid Search,0476263444,2025-01-02 17:34:00
user_843d7471-b587-4090-8a71-4692bbdfdf68,Phương,Nguyễn,FEMALE,phuong.nguyen29579@gmail.com,VN,2025-01-02,Social Media,0754410904,2025-01-02 18:22:00
user_11c52f3c-f565-47c1-b7fe-ba869c96729c,Huy,Bùi,Male,huy_bui37925@gmail.com,VN,2025-01-02, Paid Search ,0968075298,2025-01-02 19:12:00
user_0ac3e28c-f995-48ce-af8a-3e40f11736a0,Phúc, Đặng ,Male,dang.phuc70163@gmail.com,VN,2025-01-02,Paid Search,,2025-01-02 19:50:00
user_b79cba81-390e-499f-8884-a3b6c72a18fc,Dung,Nguyễn,Female,dung_nguyen60394@gmail.com,VN,2025-01-02,Content Marketing,0366471334,2025-01-02 20:18:00
user_37720579-b5cb-4895-ac00-6f4957f4ded3,Nhi,Lê,Female,le.nhi42943@gmail.com,VN,2025-01-02,Organic Search,+84 517078425,2025-01-02 20:44:00
user_efae2815-0dc5-4fd0-9595-56d7811f1251,Quỳnh,Phan,female,quynh.phan35068@gmail.com,VN,2025-01-02,Referral,0738184406,2025-01-02 20:49:00
user_60af3d18-4406-45b0-beda-9619e658756d,Khoa,Bùi,Male,khoa.bui74662@gmail.com,VN,2025-01-02,Organic Search,84547188771,2025-01-02 21:00:00
user_5f786419-e244-4549-9038-86febf712933,Quỳnh,Đặng,Female,dang_quynh76784@gmail.com,VN,2025-01-02,Organic Search,,2025-01-02 21:07:00
user_cdd90c0d-cced-41c2-8fb7-2ad8bfdf9dbe, Quân ,Phan,Male,quan_phan50576@gmail.com,VN,2025-01-02,Others,,2025-01-02 21:51:00
user_e1c215d8-2ce6-4b3b-8ad5-64afb0ef3078,Phương,Phạm,Female,phuong.pham80832@gmail.com,VN,2025-01-02,Referral,,2025-01-02 22:03:00
user_5230e42f-c4c1-4265-9805-666d91c4da77,Minh,Vũ,Male,vu.minh26803@gmail.com,VN,2025-01-02,Social Media,84825877989,2025-01-02 22:36:00
user_a8cb8f4e-3fd3-4cd0-bebd-686cf773d88e,Minh,Lê,Male,le.minh35548@gmail.com,VN,2025-01-02,Organic Search,,2025-01-02 22:37:00
user_0db550af-ed59-46e9-9a2e-cf7e153e3667,Phong,Vũ,Others,phong.vu88276@gmail.com,VN,2025-01-02, Events ,+84 464944924,2025-01-02 22:41:00
user_5ded097f-626b-4c19-8124-ebb7ebd46492,Anh,Phan,Female,anh.phan26889_at_gmail.com,VN,2025-01-02,Social Media,+84 399238712,2025-01-02 22:47:00
user_115ab05f-d8a8-4006-8f7d-34dcbe6570c2,NaN,Bùi,Male,anh.bui11588@gmail.com ,VN,2025-01-02,Paid Search,84916254601,2025-01-02 22:57:00
user_81ba590e-78ae-437f-a1a5-bfd6dcfaba9a,Vy,Phan, Female ,phan_vy64152@gmail.com,VN,2025-01-03, Social Media ,,2025-01-03 08:02:00
user_489e9e57-0db5-4313-81e7-92f82be5c503,Huy, Đặng ,Male,dang.huy49025@gmail.com,VN,2025-01-03,Content Marketing,,2025-01-03 09:50:00
user_fe999cd6-32cc-4df8-adfb-2a751fd8f3d7,Huy,Phạm,Male,huy_pham17263@gmail.com,VN,2025-01-03,Content Marketing,0672686439,2025-01-03 09:59:00
user_56c32281-101e-44b0-bec5-4ec771710cb8,Quỳnh,Hồ,Female,quynh.ho15589@gmail.com,VN,2025-01-03,Paid Search,0461725802,2025-01-03 10:36:00
user_1463803a-f088-4195-854a-121f952de88f,Hương,NULL,Female,ho.huong55322@gmail.com,VN,2025-01-03,Social Media,+84 405364086,2025-01-03 11:11:00
user_511a7037-cf4a-458f-b326-a4c2a6a82815,Nhi,Trần,Female,tran.nhi84683@gmail.com,VN,2025-01-03,Organic Search,0703149212,2025-01-03 11:12:00
user_ddb9ffcb-499a-4efa-9b63-da4926e20099,Anh,Phạm,MALE,anh.pham58468@gmail.com,VN,2025-01-03,Organic Search,,2025-01-03 11:24:00
user_52431fca-e432-4482-a6db-bea916ba80a8,Anh,Phan,Female,phan.anh48813@gmail.com,VN,2025-01-03,Paid Search,,2025-01-03 11:25:00
user_917aeca7-3aa5-4b17-96b1-b284383e5699,Quân,Hồ,Male,ho_quan64295@gmail.com,VN,2025-01-03,Events,,2025-01-03 11:30:00
user_28b41629-90c1-4267-a7ff-6d0c6b5c8992,Thảo,Bùi,Female,thao.bui63220@gmail.com,VN,2025-01-03,Organic Search,0664077422,2025-01-03 11:39:00
user_9b18db80-e166-4bca-8b2c-233481d75d8a,Khoa,Lê,Male,khoa.le13579@gmail.com,VN,2025-01-03,Social Media,84614452862,2025-01-03 12:20:00
user_97bd2e38-f8b6-4264-a1b5-35d2b24d8111,Tuấn,Phạm,Male,tuan_pham20114@gmail.com,VN,2025-01-03,Organic Search,84442571535,2025-01-03 12:46:00
user_9e4c0429-520b-4353-9266-2762816df8dd,Anh,Đỗ,Male,anh_do51679@gmail.com,VN,2025-01-03,Organic Search,84369919549,2025-01-03 12:57:00
user_c97399b1-ce26-4222-9afe-825c78bcbc0a,Dung,Nguyễn,Female,dung.nguyen32226@gmail.com,VN,2025-01-03,Paid Search,84815238028,2025-01-03 13:01:00
user_28818044-dde9-4c89-a486-680b366b68e7,Lan,NaN,Female,lan_le38106@gmail.com,VN,2025-01-03,Organic Search,,2025-01-03 13:18:00
user_30829077-132c-4196-a878-4ab9ad6c6799,PHƯƠNG,Đặng,Female,dang_phuong80009@gmail.com,VN,2025-01-03,Social Media,,2025-01-03 13:52:00
user_008bda41-6f6d-45b1-a37a-19fed66581b3,Hương,Vũ,Female,huong.vu96441_at_gmail.com,VN,2025-01-03,Events,84359141131,2025-01-03 14:38:00
user_8cef60b5-f0bc-41f2-a34c-fe9ce97d835f,Vy,Vũ,Female,vy.vu42295@gmail.com,VN,2025-01-03,Social Media,,2025-01-03 14:43:00
user_61d94483-9987-4e15-8869-1675e04793ae,Nhi,Vũ,Female,nhi_vu65423@gmail.com,VN,2025-01-03,Organic Search,,2025-01-03 15:06:00
user_6e71f699-3cb8-40de-92fa-9664e4689fd7,Lan,Lê,Female,lan_le93200@gmail.com,VN,2025-01-03,Referral,0637380211,2025-01-03 15:35:00
user_bd2217f0-1e78-483a-bd5c-cbf0c875cfa7,Khoa,Phạm,Male,khoa.pham13667@gmail.com ,VN,2025-01-03,Partner,,2025-01-03 16:04:00
user_d2fab551-0de8-47cf-938a-78e7bf781424,Phương,Lê,Female,phuong.le31028@gmail.com,VN,2025-01-03,Paid Search,0904250474,2025-01-03 16:19:00
user_6efe944c-13d7-4f81-9bea-c1a791ba1d04,Nhi,Nguyễn,Female,nguyen.nhi88298@gmail.com,VN,2025-01-03,Organic Search,84547602046,2025-01-03 16:23:00
user_fb85ffd8-b4cc-47c1-bb44-302bbf83b23e,Phúc,Bùi,Male,bui.phuc67186@gmail.com,VN,2025-01-03, Paid Search ,84867188953,2025-01-03 17:08:00
user_652ab987-9e5c-4cad-98a6-8db5c3f01e7c,Phương,Phan,Female,phuong_phan65144@gmail.com,VN,2025-01-03,Organic Search,,2025-01-03 17:48:00
user_22495bc9-a57e-4d7a-a25a-884b3af39cff,Linh,Lê,Female,linh.le30455@gmail.com,VN,2025-01-03,Events,,2025-01-03 17:49:00
user_c92836b5-aab7-427c-bd46-efa364e5bfc2,Quỳnh,Lê,Female,le_quynh58675@gmail.com,VN,2025-01-03,Referral,84556861472,2025-01-03 17:52:00
user_3dd0b6f1-d66f-47b3-ab2d-2458b8490297,Đức,Hồ,Male,ho.duc92035@gmail.com,VN,2025-01-03,Paid Search,+84 847888476,2025-01-03 17:55:00
user_c20e1e68-e861-41d4-9501-7e1417e7494a,Dung,Đỗ,Female,DUNG_DO68852@GMAIL.COM,VN,2025-01-03,Content Marketing,,2025-01-03 18:14:00
user_d46c76ba-6f93-4463-ae84-2a88b85051fc,Hùng,Đỗ,Male,hung.do82968@gmail.com,VN,2025-01-03,Organic Search,84483671115,2025-01-03 19:02:00
user_7ad270a9-f707-4887-863f-22255db24d9b,Nhi,Phan,Female,nhi_phan24219@gmail.com,VN,2025-01-03,Paid Search,,2025-01-03 19:52:00
user_09dd61a9-dbaf-42df-8018-4126962d9686,Anh,Phan,Female,phan.anh57951@gmail.com,VN,2025-01-03,Paid Search,,2025-01-03 19:54:00
user_7f9312e4-4adf-4acf-bb3b-b44b8768320d,Ngân,Lê,Female,LE.NGAN83055@GMAIL.COM,VN,2025-01-03,Partner,+84 338294478,2025-01-03 20:38:00
user_99f35b57-911b-4044-8854-e8a2593f00d8,NaN,Phan,Female, huong.phan30078@gmail.com,VN,2025-01-03,Social Media,+84 849012326,2025-01-03 20:39:00
user_b9b441a4-e008-4ede-b39d-30e486e39e16,Hùng,Vũ,N/A,hung_vu64626@gmail.com,VN,2025-01-03,Others,0452147738,2025-01-03 20:47:00
user_e07ff177-5bc1-40e0-bfef-1cb346c80389,Linh,Đỗ,Female,linh.do42758@gmail.com ,VN,2025-01-03,Content Marketing,+84 992632397,2025-01-03 20:57:00
user_8c3c44bf-e8bc-46cd-86ea-0c5ec51e2144,Minh,hồ,Male,MINH_HO22689@GMAIL.COM,VN,2025-01-03,Organic Search,0661911787,2025-01-03 21:28:00
user_6ee5b9fd-5e76-4de0-88a7-819c484b978c,Thảo,Đặng,Female,thao_dang68868@gmail.com,VN,2025-01-04,Content Marketing,84805778264,2025-01-04 09:10:00
user_3a887083-c4bc-4854-9c1e-8f094a3e23ee,Nhi,Đặng,Female,nhi_dang51557@gmail.com,VN,2025-01-04,Email Marketing,,2025-01-04 09:30:00
user_bd5e4249-2e06-4d49-b0a4-5c016655143f,Huy,Nguyễn,Male,huy.nguyen26095@gmail.com,VN,2025-01-04,Social Media,0555206039,2025-01-04 10:03:00
user_d5291d3f-e9da-4e4a-98a5-58a56fa9c8c6,Quỳnh,Hồ,Female,ho_quynh48185@gmail.com,VN,2025-01-04,Referral,84883090450,2025-01-04 10:13:00
user_df5c96ef-f585-47ab-8f59-dc709090b227,Lan,Hồ,Female, lan.ho41123@gmail.com,VN,2025-01-04,Organic Search,,2025-01-04 10:41:00
user_33bbaffe-79c4-4e95-8590-c8b149977294,Vy,Trần,Female,vy_tran53444@gmail.com,VN,2025-01-04,Social Media,,2025-01-04 10:47:00
user_02cc9c85-803f-4ab4-90a2-673402f36af2,Tuấn,Phạm,Male, pham.tuan80309@gmail.com,VN,2025-01-04,Paid Search,+84 427433840,2025-01-04 10:57:00
user_22cb2163-8b3b-49b1-9c36-f188e94950b2,Tuấn,Phan,Male,tuan_phan69267@gmail.com,VN,2025-01-04,Referral,+84 763671484,2025-01-04 11:31:00
user_bca6bfda-b429-451f-baf8-563dc3722540,Anh,Nguyễn,Female,nguyen.anh55948@gmail.com,VN,2025-01-04,Social Media,84549946636,2025-01-04 11:54:00
user_8c9d666e-6602-4668-adc5-9537bdeb8965,Nhi,Hồ,Female, ho.nhi71143@gmail.com,VN,2025-01-04,Organic Search,0328373299,2025-01-04 12:11:00
user_9bef187f-ed5a-4a34-827a-e465fba2156b,Phương,Nguyễn,Female,nguyen_phuong44169@gmail.com ,VN,2025-01-04,Social Media,84322313455,2025-01-04 12:44:00
user_54947b60-3683-48cc-ba68-0dfb72d89604,Nhi,Đỗ,Female,nhi.do79748_at_gmail.com,VN,2025-01-04,Content Marketing,0887189674,2025-01-04 12:51:00
user_5b51c036-573e-42c8-9045-e908e6b5c209,Nam,Bùi,MALE,bui_nam10390@gmail.com,VN,2025-01-04,Organic Search,84748248561,2025-01-04 13:12:00
user_869d6223-331a-471f-ab50-8997c9163eca,Quân,Hồ,Male,ho_quan50923@gmail.com,VN,2025-01-04,Referral,+84 509309899,2025-01-04 13:20:00
user_af5c5450-eecf-4a9d-81a8-82abdd7cf42a,Phương,Phạm,Female,phuong.pham76052@gmail.com,VN,2025-01-04,Others,,2025-01-04 13:47:00
user_a344f066-4298-4de0-a5c0-49f479e7afda,Anh,Đặng,Male,anh_dang19777@gmail.com,VN,2025-01-04,Organic Search,84614877019,2025-01-04 13:58:00
user_976f9e3a-16b5-4373-862f-5a98cd69d4c3,Quỳnh,ĐỖ,Female,do.quynh84808@gmail.com,VN,2025-01-04,Content Marketing,+84 417970437,2025-01-04 14:11:00
user_a4213ba8-6cad-4895-8123-9d01f6dc4224,Nhi,Hồ,Female,nhi_ho96198@gmail.com,VN,2025-01-04,Partner,0963461672,2025-01-04 15:00:00
user_dc1829b3-4c0f-44e4-9463-5d1fe5e7f1ab,None,Đỗ,Female,thao_do93444@gmail.com,VN,2025-01-04,Social Media,+84 405210321,2025-01-04 15:13:00
user_6b2532b3-5bda-4d24-97e9-960b478a1ba6,Linh,Nguyễn,Female,nguyen_linh98642@gmail.com,VN,2025-01-04,Social Media,,2025-01-04 15:35:00
user_bdc01656-8072-4578-a7a6-65a19a8cd2a5,Phong,Hồ,Male,phong_ho50488@gmail.com,VN,2025-01-04,Paid Search,,2025-01-04 15:56:00
user_8e1a9b96-501d-4915-90ff-286f2b37d69b, Phong ,Phạm,Male,phong_pham69392@gmail.com,VN,2025-01-04,Organic Search,84981779927,2025-01-04 16:07:00
user_903cd267-8e65-483a-95a2-beb2b8a6207f,Ngân,Nguyễn,Female,NGUYEN.NGAN33693@GMAIL.COM,VN,2025-01-04,Organic Search,+84 375426495,2025-01-04 16:13:00
user_f455e421-5748-4377-84f3-3b00063247eb,Quân,Phan,Male,phan_quan58128@gmail.com,VN,2025-01-04,Paid Search,84899612920,2025-01-04 16:18:00
user_eed038ef-e3da-46a4-a1d9-d6b25c692499,Khoa,Bùi,Male,khoa_bui95018@gmail.com,VN,2025-01-04,Email Marketing,84584847632,2025-01-04 16:48:00
user_f224a58b-03f5-4a53-abc7-d2dec108e589,Lan,Phan,Female,phan.lan46827@gmail.com,VN,2025-01-04,Events,+84 877203657,2025-01-04 17:11:00
user_767fa222-3992-4f5f-a7f8-030232353fbe,Anh,Nguyễn,Male,nguyen_anh96044@gmail.com,VN,2025-01-04,Paid Search,,2025-01-04 17:12:00
user_e4a29ed0-66e9-4687-8f84-865979605180,Thảo,Trần,Female,thao_tran57003@gmail.com,VN,2025-01-04,Paid Search,+84 366106372,2025-01-04 17:22:00
user_428585de-7ae0-4e15-a798-907c50fd9fa9,Huy,Phạm,None,huy.pham76907@gmail.com,VN,2025-01-04,Referral,,2025-01-04 17:48:00
user_832d7dd1-500b-46a6-b5a9-67fbf18f97dd,Hương,Đỗ,Female,do_huong50374@gmail.com,VN,2025-01-04,Referral,84573330636,2025-01-04 18:52:00
user_ba060876-2bf2-4e0b-b6e3-43125edf1c2b,Thảo,Bùi,Female,thao.bui34148@gmail.com,VN,2025-01-04,Organic Search,+84 547846361,2025-01-04 18:59:00
user_836d8240-300f-478d-9285-cde1ef1d0a04,Linh,Phan,Female,linh_phan58574@gmail.com,VN,2025-01-04,Paid Search,+84 675315143,2025-01-04 19:15:00
user_8cf40c8f-97f4-4444-abb8-fa1ef9be2780,Minh,Đặng,Male,minh_dang37047@gmail.com,VN,2025-01-04,Paid Search,84513984443,2025-01-04 20:33:00
user_a31500ea-1b51-4004-bd20-3cb80300073b,Hương,N/A,Female,dang_huong79845@gmail.com,VN,2025-01-04,Paid Search,,2025-01-04 21:19:00
user_28431658-34dc-409e-a5b2-b2d75ed06368,Dung,Trần, Female ,tran_dung45062@gmail.com ,VN,2025-01-04,Social Media,+84 623019186,2025-01-04 21:25:00
user_2efa1015-4b7f-4e57-a15d-ef6f7bff5b7b,Nhi,Nguyễn,Female,nhi.nguyen79922@gmail.com,VN,2025-01-04,NULL,84709284901,2025-01-04 21:51:00
user_55c2ff98-8934-45c3-89f1-d8d602f92489,Nam,Đỗ,Male,nam_do27253@gmail.com,VN,2025-01-04,Social Media,,2025-01-04 22:20:00
user_bf6627f2-3a66-4ead-b11e-54b82e4eaeb1,Nhi,Bùi,Female,bui.nhi59683@gmail.com,VN,2025-01-04,Organic Search,+84 659598180,2025-01-04 22:27:00
user_e0b4ba0b-02e1-4905-b38b-1e693df707d3,Hùng,Vũ,Male,VU_HUNG96169@GMAIL.COM,VN,2025-01-05,Organic Search,0852946560,2025-01-05 08:14:00
user_b9c1a6bf-78db-4e6a-885c-8434b333a747, Tuấn ,Hồ,Male,ho.tuan15918@gmail.com,VN,2025-01-05,Organic Search,0614550837,2025-01-05 08:26:00
user_cad2e61f-75ed-40dd-9f66-c1ab6dcf718d,Linh,Lê,Female,linh_le69123@gmail.com,VN,2025-01-05,Referral,+84 685307737,2025-01-05 08:36:00
user_3d11fcd7-79cb-469f-af10-8cf967c74892,Anh,Đỗ,Male,do_anh89559@gmail.com,VN,2025-01-05,Referral,0799155137,2025-01-05 09:09:00
user_eb880c0a-aca0-4f8b-ae33-73aba677c682,ĐỨC,Vũ,Male,duc.vu35281@gmail.com,VN,2025-01-05,Paid Search,0773303311,2025-01-05 09:43:00
user_213d7d83-f285-42a6-bf37-532c699c3915,Quân,Đặng,Male,quan_dang66795@gmail.com,VN,2025-01-05,Content Marketing,,2025-01-05 10:47:00
user_7e22a60b-a5e2-4fdb-9c4a-75800f485518,,Trần,Male,quan_tran85739@gmail.com,VN,2025-01-05,PAID SEARCH,0826594616,2025-01-05 10:49:00
user_0d58a87e-5e17-484c-a03c-35081bc0477b,Đức,Đỗ,Male,duc.do14194@gmail.com,VN,2025-01-05,Referral,+84 997388717,2025-01-05 11:25:00
user_72172f97-4aa4-49b4-93c6-248128d2d84a,Dung,Hồ,Female,ho_dung69044@gmail.com,VN,2025-01-05,Referral,84613373343,2025-01-05 11:27:00
user_5cbf85cb-4b58-4317-a09e-d68e0c226e89,Ngân,Trần,Female,TRAN_NGAN40916@GMAIL.COM,VN,2025-01-05,Referral,,2025-01-05 12:10:00
user_a1d43a5e-8bce-4cda-90f6-b8fca7d517c1,Đức,Phạm,Male,pham.duc88856@gmail.com,VN,2025-01-05,Social Media,+84 715036302,2025-01-05 12:12:00
user_d5bf91cf-683e-43e8-a15c-86cacd4b8ee8,Linh,Lê,Female,linh_le67467@gmail.com,VN,2025-01-05,Partner,,2025-01-05 12:51:00
user_50c33748-b9dd-42f4-b24d-25e0bca5537c,Hương,Nguyễn,Female,nguyen_huong35944@gmail.com,VN,2025-01-05, Content Marketing ,84628880032,2025-01-05 13:25:00
user_ef43497c-1b95-437e-b3fb-d22cbdc57096,Phương,Vũ,Female,phuong_vu56671@gmail.com,VN,2025-01-05,Paid Search,84315377715,2025-01-05 13:26:00
user_3cfd103c-ec2f-48df-b1f8-d5d3862c70d1,Đức,Trần,Male,DUC.TRAN27520@GMAIL.COM,VN,2025-01-05,Organic Search,+84 341649749,2025-01-05 14:13:00
user_b1272481-69a3-4ae3-9bd5-722b3d4d718a,Anh,Lê,male,anh.le79956@gmail.com,VN,2025-01-05,Social Media,0586740424,2025-01-05 15:12:00
user_1535f0db-420f-4b2d-bc5c-26d17e6acf3a,Phương,Hồ,Female,phuong_ho76288@gmail.com,VN,2025-01-05,Organic Search,84796640932,2025-01-05 15:50:00
user_decb0305-022d-485b-9a12-c82ccf4ebfdd,Quân,Nguyễn,male,nguyen.quan62262@gmail.com,VN,2025-01-05,Partner,,2025-01-05 16:13:00
user_7b0332fb-c320-48a1-8c8f-4f2c6cda3650,Quỳnh,Hồ,Female,quynh_ho82697@gmail.com,VN,2025-01-05,Social Media,0789065825,2025-01-05 16:40:00
user_04a2eeff-9b5f-44cc-b836-8d9deb294f88,Tuấn,Đặng,Male,tuan_dang47137@gmail.com,VN,2025-01-05,Paid Search,+84 406024336,2025-01-05 17:00:00
user_5b54fd8d-c15e-43d7-aac3-dc0a5de8ffce,Linh,Trần,Female,tran_linh49775@gmail.com,VN,2025-01-05,Organic Search,84633419050,2025-01-05 18:04:00
